iteration,cost,l1_n1_w0,l1_n1_w1,l1_n1_w2,l1_n2_w0,l1_n2_w1,l1_n2_w2,l2_n1_w0,l2_n1_w1,l2_n1_w2
67,0.6962,-0.0224648,0.555154,-0.7963078,0.007911256,0.9471077,0.060416035,-0.0224648,-0.46897298,0.5367188
68,0.6962,-0.022639245,0.5545949,-0.79622525,0.007859555,0.94676757,0.060678735,-0.022639245,-0.46828836,0.53656
69,0.6962,-0.02281235,0.55403745,-0.7961436,0.007806344,0.9464288,0.060940363,-0.02281235,-0.46761253,0.53639686
70,0.6962,-0.02298417,0.5534817,-0.7960628,0.007751685,0.94609135,0.061200947,-0.02298417,-0.46694514,0.5362296
71,0.6962,-0.023154752,0.55292755,-0.79598296,0.0076956386,0.9457552,0.06146052,-0.023154752,-0.46628585,0.5360584
72,0.6962,-0.023324147,0.55237496,-0.7959039,0.007638262,0.94542027,0.061719116,-0.023324147,-0.4656344,0.5358835
73,0.6961,-0.0234924,0.551824,-0.7958257,0.007579611,0.9450866,0.06197676,-0.0234924,-0.46499047,0.53570503
74,0.6961,-0.023659553,0.5512745,-0.7957483,0.007519739,0.9447541,0.06223348,-0.023659553,-0.46435377,0.5355231
75,0.6961,-0.023825651,0.5507265,-0.79567164,0.0074586966,0.94442284,0.062489305,-0.023825651,-0.46372402,0.535338
76,0.6961,-0.023990734,0.55017996,-0.7955957,0.007396532,0.94409275,0.06274425,-0.023990734,-0.463101,0.53514975
77,0.6961,-0.024154838,0.5496349,-0.7955205,0.0073332926,0.9437638,0.062998354,-0.024154838,-0.46248442,0.5349586
78,0.6961,-0.024318002,0.5490912,-0.795446,0.007269023,0.9434359,0.06325164,-0.024318002,-0.46187407,0.53476465
79,0.6961,-0.024480259,0.548549,-0.7953721,0.007203766,0.94310915,0.063504115,-0.024480259,-0.4612697,0.5345681
80,0.6961,-0.024641644,0.54800814,-0.79529893,0.007137563,0.9427835,0.06375581,-0.024641644,-0.46067113,0.53436893
81,0.6961,-0.02480219,0.5474686,-0.7952264,0.007070453,0.94245887,0.06400675,-0.02480219,-0.46007812,0.5341674
82,0.6961,-0.024961926,0.5469304,-0.7951545,0.0070024733,0.9421353,0.06425695,-0.024961926,-0.45949048,0.5339636
83,0.6961,-0.025120884,0.54639345,-0.7950832,0.0069336616,0.9418127,0.064506434,-0.025120884,-0.45890802,0.5337576
84,0.696,-0.02527909,0.54585785,-0.79501253,0.0068640513,0.9414911,0.064755216,-0.02527909,-0.45833054,0.5335496
85,0.696,-0.02543657,0.5453235,-0.7949424,0.0067936755,0.9411705,0.06500331,-0.02543657,-0.4577579,0.5333396
86,0.696,-0.025593353,0.5447904,-0.7948728,0.0067225676,0.9408509,0.06525074,-0.025593353,-0.4571899,0.5331278
87,0.696,-0.025749462,0.54425853,-0.7948038,0.0066507575,0.94053227,0.06549752,-0.025749462,-0.45662636,0.5329142
88,0.696,-0.02590492,0.5437279,-0.7947353,0.0065782736,0.9402145,0.06574366,-0.02590492,-0.45606714,0.532699
89,0.696,-0.02605975,0.5431984,-0.79466736,0.0065051443,0.9398977,0.06598918,-0.02605975,-0.4555121,0.53248215
90,0.696,-0.026213974,0.54267013,-0.7945999,0.0064313966,0.9395818,0.0662341,-0.026213974,-0.45496112,0.5322639
91,0.696,-0.026367612,0.54214305,-0.7945329,0.006357056,0.9392668,0.06647842,-0.026367612,-0.454414,0.5320442
92,0.696,-0.026520684,0.5416171,-0.7944664,0.0062821475,0.9389527,0.06672216,-0.026520684,-0.45387068,0.53182316
93,0.696,-0.026673209,0.5410923,-0.79440033,0.006206695,0.93863946,0.06696534,-0.026673209,-0.453331,0.5316009
94,0.696,-0.026825206,0.5405686,-0.79433477,0.0061307214,0.9383271,0.06720796,-0.026825206,-0.45279482,0.53137743
95,0.696,-0.026976692,0.54004604,-0.7942697,0.0060542473,0.9380156,0.06745005,-0.026976692,-0.45226204,0.53115284
96,0.6959,-0.027127681,0.53952456,-0.794205,0.0059772944,0.9377049,0.067691594,-0.027127681,-0.45173255,0.53092724
97,0.6959,-0.027278192,0.5390042,-0.79414076,0.0058998824,0.9373951,0.06793263,-0.027278192,-0.45120624,0.5307006
98,0.6959,-0.02742824,0.53848493,-0.7940769,0.0058220294,0.93708605,0.06817315,-0.02742824,-0.45068303,0.5304731
99,0.6959,-0.027577838,0.5379667,-0.7940135,0.0057437546,0.93677783,0.06841317,-0.027577838,-0.4501628,0.53024477
100,0.6959,-0.027727,0.53744954,-0.7939505,0.005665076,0.9364704,0.068652704,-0.027727,-0.44964546,0.5300156
101,0.6959,-0.02787574,0.5369334,-0.7938879,0.00558601,0.9361638,0.068891756,-0.02787574,-0.4491309,0.52978563
102,0.6959,-0.02802407,0.5364183,-0.7938257,0.005506573,0.93585795,0.06913034,-0.02802407,-0.44861904,0.529555
103,0.6959,-0.028172003,0.5359042,-0.7937638,0.005426779,0.9355529,0.06936846,-0.028172003,-0.44810984,0.52932376
104,0.6959,-0.02831955,0.53539115,-0.79370236,0.0053466437,0.9352486,0.069606125,-0.02831955,-0.44760317,0.52909184
105,0.6959,-0.028466724,0.5348791,-0.79364127,0.0052661817,0.9349451,0.069843344,-0.028466724,-0.44709897,0.5288594
106,0.6959,-0.028613534,0.53436804,-0.79358053,0.0051854057,0.9346423,0.070080124,-0.028613534,-0.4465972,0.5286264
107,0.6959,-0.02875999,0.533858,-0.79352015,0.0051043294,0.9343403,0.07031647,-0.02875999,-0.44609773,0.5283929
108,0.6958,-0.028906101,0.5333489,-0.79346013,0.0050229654,0.934039,0.070552394,-0.028906101,-0.44560054,0.528159
109,0.6958,-0.029051878,0.5328408,-0.7934004,0.0049413247,0.9337384,0.07078789,-0.029051878,-0.44510555,0.5279247
110,0.6958,-0.029197328,0.5323337,-0.79334104,0.004859419,0.9334386,0.07102298,-0.029197328,-0.44461268,0.52769005
111,0.6958,-0.029342461,0.5318275,-0.793282,0.0047772597,0.9331395,0.071257666,-0.029342461,-0.4441219,0.5274551
112,0.6958,-0.029487286,0.5313223,-0.79322326,0.0046948567,0.9328411,0.07149195,-0.029487286,-0.44363314,0.52721983
113,0.6958,-0.029631808,0.53081805,-0.79316485,0.0046122195,0.9325434,0.07172584,-0.029631808,-0.44314635,0.5269843
114,0.6958,-0.029776039,0.5303147,-0.79310673,0.0045293593,0.9322464,0.07195934,-0.029776039,-0.44266146,0.5267485
115,0.6958,-0.029919982,0.5298123,-0.793049,0.0044462844,0.9319501,0.07219246,-0.029919982,-0.44217843,0.5265125
116,0.6958,-0.030063646,0.52931076,-0.7929915,0.0043630037,0.9316545,0.0724252,-0.030063646,-0.4416972,0.52627635
117,0.6958,-0.030207036,0.5288102,-0.79293436,0.0042795255,0.9313596,0.07265757,-0.030207036,-0.44121775,0.52604
118,0.6958,-0.03035016,0.52831054,-0.7928775,0.0041958583,0.9310653,0.072889574,-0.03035016,-0.44074002,0.52580357
119,0.6958,-0.030493023,0.52781177,-0.79282093,0.0041120094,0.93077177,0.07312122,-0.030493023,-0.44026396,0.525567
120,0.6958,-0.03063563,0.5273139,-0.7927646,0.004027987,0.9304789,0.0733525,-0.03063563,-0.43978953,0.52533036
121,0.6957,-0.030777989,0.52681696,-0.7927086,0.003943797,0.9301866,0.07358343,-0.030777989,-0.43931672,0.5250937
122,0.6957,-0.030920103,0.5263209,-0.79265285,0.0038594473,0.92989504,0.07381401,-0.030920103,-0.43884546,0.5248569
