iteration,cost,l1_n1_w0,l1_n1_w1,l1_n1_w2,l1_n2_w0,l1_n2_w1,l1_n2_w2,l2_n1_w0,l2_n1_w1,l2_n1_w2
50,0.6962,0.02700124,0.55474776,-0.121817656,0.03834564,-0.24157287,-0.44827154,0.02700124,-0.8220782,0.18893768
51,0.6961,0.028741103,0.554276,-0.12070811,0.038727235,-0.24210562,-0.4480992,0.028741103,-0.82083905,0.18833704
52,0.696,0.030492455,0.5538243,-0.11960693,0.03910361,-0.24263771,-0.44793084,0.030492455,-0.8196113,0.18774979
53,0.6959,0.032254603,0.55339235,-0.11851389,0.039474957,-0.24316974,-0.44776636,0.032254603,-0.81839484,0.18717554
54,0.6959,0.0340269,0.55297977,-0.1174288,0.039841473,-0.24370229,-0.4476056,0.0340269,-0.81718946,0.18661393
55,0.6958,0.035808735,0.55258626,-0.11635146,0.04020334,-0.24423587,-0.4474485,0.035808735,-0.815995,0.18606463
56,0.6957,0.03759954,0.55221146,-0.11528168,0.040560726,-0.24477097,-0.4472949,0.03759954,-0.8148113,0.18552732
57,0.6956,0.039398782,0.5518551,-0.11421927,0.04091379,-0.24530807,-0.44714475,0.039398782,-0.8136382,0.1850017
58,0.6956,0.04120596,0.55151683,-0.11316407,0.04126269,-0.24584758,-0.44699794,0.04120596,-0.8124756,0.18448748
59,0.6955,0.04302061,0.55119646,-0.1121159,0.041607566,-0.24638991,-0.44685435,0.04302061,-0.8113234,0.18398437
60,0.6954,0.04484229,0.55089366,-0.1110746,0.04194856,-0.24693544,-0.44671392,0.04484229,-0.8101814,0.18349212
61,0.6953,0.046670597,0.5506083,-0.11004001,0.0422858,-0.24748452,-0.4465766,0.046670597,-0.8090495,0.18301049
62,0.6953,0.048505142,0.55034,-0.109011985,0.04261941,-0.24803749,-0.44644228,0.048505142,-0.80792755,0.18253922
63,0.6952,0.050345566,0.55008864,-0.107990384,0.042949513,-0.24859466,-0.44631088,0.050345566,-0.8068155,0.1820781
64,0.6951,0.052191537,0.549854,-0.10697506,0.043276213,-0.24915631,-0.44618234,0.052191537,-0.8057132,0.1816269
65,0.695,0.05404274,0.5496358,-0.10596588,0.043599624,-0.24972272,-0.44605657,0.05404274,-0.8046205,0.18118542
66,0.695,0.055898886,0.54943395,-0.104962714,0.043919843,-0.25029415,-0.44593355,0.055898886,-0.80353737,0.18075347
67,0.6949,0.057759695,0.5492482,-0.10396543,0.04423697,-0.25087082,-0.44581318,0.057759695,-0.8024637,0.18033086
68,0.6948,0.059624914,0.54907846,-0.10297391,0.044551093,-0.25145295,-0.44569543,0.059624914,-0.8013994,0.1799174
69,0.6947,0.06149431,0.5489245,-0.10198803,0.0448623,-0.25204077,-0.44558024,0.06149431,-0.80034435,0.17951292
70,0.6947,0.06336766,0.5487862,-0.101007685,0.045170676,-0.25263447,-0.44546756,0.06336766,-0.79929847,0.17911726
71,0.6946,0.06524475,0.54866344,-0.100032754,0.045476303,-0.25323424,-0.44535732,0.06524475,-0.7982617,0.17873026
72,0.6945,0.06712539,0.548556,-0.09906313,0.04577925,-0.25384024,-0.4452495,0.06712539,-0.79723394,0.17835177
73,0.6945,0.0690094,0.5484639,-0.0980987,0.0460796,-0.25445262,-0.44514403,0.0690094,-0.7962151,0.17798166
74,0.6944,0.07089662,0.5483869,-0.09713938,0.046377413,-0.25507155,-0.44504085,0.07089662,-0.7952052,0.17761977
75,0.6943,0.07278688,0.5483248,-0.09618506,0.046672758,-0.25569716,-0.44493994,0.07278688,-0.794204,0.17726597
76,0.6943,0.07468005,0.5482777,-0.09523564,0.046965696,-0.2563296,-0.44484127,0.07468005,-0.7932116,0.17692015
77,0.6942,0.076575994,0.5482453,-0.09429103,0.04725629,-0.25696895,-0.4447448,0.076575994,-0.7922278,0.17658216
78,0.6941,0.07847458,0.5482276,-0.09335114,0.047544602,-0.25761536,-0.44465047,0.07847458,-0.7912526,0.1762519
79,0.6941,0.0803757,0.5482245,-0.092415884,0.047830682,-0.25826892,-0.44455826,0.0803757,-0.79028594,0.17592926
80,0.694,0.08227925,0.5482359,-0.091485165,0.048114583,-0.25892976,-0.44446814,0.08227925,-0.78932774,0.17561412
81,0.6939,0.08418512,0.5482617,-0.09055891,0.04839636,-0.25959796,-0.44438004,0.08418512,-0.788378,0.17530638
82,0.6939,0.08609323,0.5483018,-0.089637026,0.04867606,-0.2602736,-0.44429398,0.08609323,-0.7874366,0.17500593
83,0.6938,0.088003494,0.5483562,-0.088719435,0.048953727,-0.26095676,-0.4442099,0.088003494,-0.7865035,0.17471269
84,0.6937,0.089915834,0.5484247,-0.08780606,0.04922941,-0.26164752,-0.4441278,0.089915834,-0.78557867,0.17442656
85,0.6937,0.09183018,0.5485074,-0.08689683,0.049503148,-0.26234597,-0.4440476,0.09183018,-0.78466207,0.17414743
86,0.6936,0.09374646,0.5486041,-0.08599166,0.049774986,-0.26305217,-0.4439693,0.09374646,-0.78375363,0.17387524
87,0.6935,0.09566463,0.54871476,-0.08509048,0.050044965,-0.26376617,-0.4438929,0.09566463,-0.7828533,0.1736099
88,0.6935,0.09758462,0.54883933,-0.08419322,0.050313123,-0.26448807,-0.44381833,0.09758462,-0.7819611,0.17335132
89,0.6934,0.09950639,0.54897773,-0.08329981,0.050579492,-0.2652179,-0.4437456,0.09950639,-0.7810769,0.17309943
90,0.6933,0.101429895,0.54912996,-0.08241017,0.050844114,-0.26595572,-0.44367468,0.101429895,-0.7802007,0.17285414
91,0.6933,0.103355095,0.5492959,-0.08152425,0.05110702,-0.26670158,-0.44360554,0.103355095,-0.7793325,0.1726154
92,0.6932,0.10528195,0.54947555,-0.08064198,0.05136824,-0.26745552,-0.44353816,0.10528195,-0.7784723,0.17238311
93,0.6931,0.10721043,0.54966885,-0.079763286,0.05162781,-0.26821756,-0.44347253,0.10721043,-0.77761996,0.17215724
94,0.6931,0.1091405,0.54987574,-0.07888811,0.051885765,-0.2689878,-0.4434086,0.1091405,-0.77677554,0.1719377
95,0.693,0.11107214,0.55009615,-0.07801639,0.05214213,-0.26976624,-0.4433464,0.11107214,-0.7759389,0.17172444
96,0.6929,0.113005325,0.5503301,-0.077148065,0.05239693,-0.27055293,-0.44328588,0.113005325,-0.7751102,0.17151737
97,0.6929,0.11494003,0.5505775,-0.076283075,0.0526502,-0.2713479,-0.44322702,0.11494003,-0.77428925,0.17131646
98,0.6928,0.11687625,0.5508384,-0.07542136,0.05290196,-0.2721512,-0.4431698,0.11687625,-0.77347606,0.17112163
99,0.6927,0.11881396,0.5511127,-0.07456287,0.05315224,-0.27296284,-0.44311422,0.11881396,-0.7726707,0.17093283
100,0.6927,0.120753154,0.55140036,-0.073707536,0.053401064,-0.27378288,-0.44306025,0.120753154,-0.77187306,0.17075
101,0.6926,0.12269382,0.55170137,-0.07285531,0.053648457,-0.27461132,-0.4430079,0.12269382,-0.7710831,0.17057312
102,0.6925,0.12463595,0.55201566,-0.072006136,0.05389444,-0.2754482,-0.4429571,0.12463595,-0.7703009,0.1704021
103,0.6925,0.12657952,0.55234325,-0.07115996,0.05413904,-0.27629355,-0.4429079,0.12657952,-0.7695264,0.1702369
104,0.6924,0.12852456,0.55268407,-0.07031673,0.054382276,-0.27714738,-0.44286025,0.12852456,-0.7687596,0.17007749
105,0.6923,0.13047104,0.5530381,-0.069476396,0.05462417,-0.27800974,-0.44281414,0.13047104,-0.7680004,0.1699238
106,0.6923,0.13241896,0.5534054,-0.068638906,0.05486474,-0.27888063,-0.44276956,0.13241896,-0.7672489,0.1697758
107,0.6922,0.13436833,0.55378586,-0.06780421,0.055104014,-0.27976006,-0.4427265,0.13436833,-0.76650506,0.16963343
108,0.6921,0.13631915,0.55417943,-0.066972256,0.055342004,-0.2806481,-0.44268495,0.13631915,-0.7657688,0.16949667
109,0.6921,0.1382714,0.5545862,-0.06614299,0.05557873,-0.28154474,-0.4426449,0.1382714,-0.7650403,0.16936545
110,0.692,0.14022511,0.555006,-0.06531637,0.055814214,-0.28245002,-0.44260633,0.14022511,-0.76431936,0.16923974
111,0.6919,0.14218028,0.555439,-0.06449235,0.05604847,-0.28336394,-0.44256923,0.14218028,-0.7636061,0.16911952
112,0.6919,0.1441369,0.555885,-0.06367089,0.05628152,-0.28428653,-0.44253358,0.1441369,-0.7629004,0.16900472
113,0.6918,0.146095,0.5563441,-0.06285193,0.056513377,-0.2852178,-0.4424994,0.146095,-0.7622024,0.16889533
114,0.6917,0.14805456,0.5568162,-0.06203543,0.056744058,-0.28615776,-0.44246668,0.14805456,-0.761512,0.1687913
115,0.6916,0.1500156,0.5573014,-0.06122135,0.05697358,-0.28710645,-0.44243538,0.1500156,-0.7608292,0.16869259
116,0.6916,0.15197812,0.5577996,-0.060409643,0.05720196,-0.28806388,-0.4424055,0.15197812,-0.76015407,0.16859917
117,0.6915,0.15394214,0.55831075,-0.059600264,0.05742921,-0.2890301,-0.44237703,0.15394214,-0.75948656,0.16851102
118,0.6914,0.15590766,0.5588349,-0.058793172,0.057655346,-0.2900051,-0.44234997,0.15590766,-0.7588267,0.16842808
119,0.6914,0.1578747,0.55937207,-0.057988323,0.05788038,-0.29098886,-0.4423243,0.1578747,-0.7581745,0.16835034
120,0.6913,0.15984327,0.55992216,-0.057185676,0.05810433,-0.29198146,-0.44230005,0.15984327,-0.7575299,0.16827776
121,0.6912,0.16181336,0.5604852,-0.05638519,0.058327205,-0.29298288,-0.44227716,0.16181336,-0.75689304,0.16821031
122,0.6912,0.163785,0.5610612,-0.055586826,0.058549024,-0.29399315,-0.44225568,0.163785,-0.7562638,0.16814797
123,0.6911,0.16575818,0.56165016,-0.05479054,0.058769796,-0.2950123,-0.44223556,0.16575818,-0.75564224,0.1680907
124,0.691,0.16773292,0.562252,-0.0539963,0.058989536,-0.29604033,-0.44221678,0.16773292,-0.7550284,0.16803847
125,0.691,0.16970925,0.56286675,-0.053204056,0.059208255,-0.29707727,-0.44219938,0.16970925,-0.7544223,0.16799127
126,0.6909,0.17168716,0.5634944,-0.052413777,0.059425965,-0.29812312,-0.44218332,0.17168716,-0.75382394,0.16794905
127,0.6908,0.17366666,0.56413496,-0.051625423,0.059642676,-0.2991779,-0.44216862,0.17366666,-0.7532333,0.16791181
128,0.6907,0.17564777,0.5647884,-0.050838955,0.059858404,-0.30024168,-0.44215524,0.17564777,-0.75265044,0.1678795
129,0.6907,0.17763048,0.5654547,-0.050054338,0.060073156,-0.3013144,-0.4421432,0.17763048,-0.7520753,0.16785212
130,0.6906,0.17961484,0.5661339,-0.049271535,0.060286947,-0.30239612,-0.4421325,0.17961484,-0.751508,0.16782963
131,0.6905,0.18160084,0.566826,-0.048490506,0.060499784,-0.30348685,-0.44212312,0.18160084,-0.7509485,0.16781202
132,0.6905,0.18358847,0.56753093,-0.047711216,0.060711678,-0.30458662,-0.44211507,0.18358847,-0.75039685,0.16779925
133,0.6904,0.18557777,0.5682487,-0.046933632,0.06092264,-0.3056954,-0.44210833,0.18557777,-0.7498531,0.1677913
134,0.6903,0.18756872,0.5689793,-0.046157718,0.06113268,-0.30681327,-0.4421029,0.18756872,-0.74931717,0.16778816
135,0.6902,0.18956137,0.5697228,-0.04538344,0.061341807,-0.3079402,-0.4420988,0.18956137,-0.7487892,0.16778982
136,0.6902,0.1915557,0.5704791,-0.044610757,0.061550032,-0.30907628,-0.442096,0.1915557,-0.74826914,0.16779622
137,0.6901,0.19355172,0.57124823,-0.04383964,0.061757363,-0.31022146,-0.44209448,0.19355172,-0.7477571,0.16780739
138,0.69,0.19554946,0.5720302,-0.043070056,0.06196381,-0.31137577,-0.44209427,0.19554946,-0.747253,0.16782327
139,0.6899,0.19754891,0.57282495,-0.042301968,0.062169384,-0.31253925,-0.44209534,0.19754891,-0.7467569,0.16784386
140,0.6899,0.19955009,0.5736326,-0.041535344,0.06237409,-0.3137119,-0.44209772,0.19955009,-0.74626887,0.16786914
141,0.6898,0.201553,0.574453,-0.04077015,0.06257793,-0.31489375,-0.4421014,0.201553,-0.74578893,0.16789909
142,0.6897,0.20355766,0.5752862,-0.04000636,0.06278093,-0.31608483,-0.44210634,0.20355766,-0.7453171,0.16793369
143,0.6896,0.20556407,0.57613224,-0.039243933,0.06298309,-0.31728515,-0.44211257,0.20556407,-0.7448534,0.16797294
144,0.6896,0.20757222,0.5769911,-0.03848284,0.06318441,-0.31849474,-0.44212008,0.20757222,-0.7443978,0.1680168
145,0.6895,0.20958215,0.57786274,-0.037723053,0.063384905,-0.3197136,-0.44212887,0.20958215,-0.7439505,0.16806528
146,0.6894,0.21159385,0.57874715,-0.036964536,0.06358458,-0.32094175,-0.44213894,0.21159385,-0.7435114,0.16811834
147,0.6893,0.21360733,0.5796444,-0.03620726,0.063783444,-0.32217923,-0.4421503,0.21360733,-0.74308056,0.16817598
148,0.6892,0.21562259,0.58055437,-0.03545119,0.0639815,-0.32342607,-0.44216293,0.21562259,-0.742658,0.1682382
149,0.6892,0.21763964,0.58147717,-0.0346963,0.064178765,-0.32468227,-0.44217682,0.21763964,-0.7422438,0.16830495
150,0.6891,0.2196585,0.5824127,-0.033942558,0.06437524,-0.32594785,-0.442192,0.2196585,-0.74183804,0.16837624
151,0.689,0.22167914,0.583361,-0.033189934,0.064570926,-0.32722285,-0.44220844,0.22167914,-0.74144065,0.16845205
152,0.6889,0.22370158,0.58432215,-0.032438397,0.06476584,-0.32850727,-0.44222617,0.22370158,-0.74105173,0.16853239
153,0.6888,0.22572584,0.58529603,-0.03168792,0.06495999,-0.32980117,-0.44224516,0.22572584,-0.74067134,0.16861722
154,0.6888,0.22775191,0.5862827,-0.030938469,0.065153375,-0.33110455,-0.44226542,0.22775191,-0.74029946,0.16870654
155,0.6887,0.2297798,0.58728206,-0.030190017,0.065346,-0.33241743,-0.44228694,0.2297798,-0.7399362,0.16880032
156,0.6886,0.2318095,0.5882942,-0.029442538,0.06553788,-0.33373982,-0.44230974,0.2318095,-0.7395815,0.16889858
157,0.6885,0.23384102,0.5893191,-0.028695999,0.06572901,-0.33507177,-0.44233382,0.23384102,-0.7392355,0.1690013
158,0.6884,0.23587437,0.59035677,-0.027950373,0.0659194,-0.3364133,-0.44235915,0.23587437,-0.7388982,0.16910847
159,0.6883,0.23790954,0.5914071,-0.027205631,0.06610906,-0.3377644,-0.44238576,0.23790954,-0.7385697,0.16922006
160,0.6882,0.23994654,0.5924702,-0.026461747,0.06629799,-0.33912516,-0.44241366,0.23994654,-0.73824996,0.16933608
161,0.6882,0.24198537,0.5935461,-0.02571869,0.0664862,-0.34049553,-0.4424428,0.24198537,-0.73793906,0.16945653
162,0.6881,0.24402602,0.59463465,-0.024976436,0.066673696,-0.34187555,-0.44247323,0.24402602,-0.7376371,0.16958138
163,0.688,0.24606849,0.59573597,-0.024234954,0.066860475,-0.3432653,-0.44250494,0.24606849,-0.7373441,0.16971064
164,0.6879,0.24811278,0.59685,-0.023494216,0.06704655,-0.34466475,-0.44253793,0.24811278,-0.73706,0.16984428
165,0.6878,0.2501589,0.59797674,-0.022754196,0.06723193,-0.34607396,-0.44257218,0.2501589,-0.736785,0.16998233
166,0.6877,0.25220683,0.5991162,-0.022014868,0.06741661,-0.34749293,-0.4426077,0.25220683,-0.7365191,0.17012475
167,0.6876,0.25425658,0.60026836,-0.021276202,0.06760059,-0.3489217,-0.4426445,0.25425658,-0.7362623,0.17027155
168,0.6875,0.25630814,0.6014332,-0.020538174,0.06778389,-0.35036027,-0.4426826,0.25630814,-0.7360147,0.1704227
169,0.6875,0.25836152,0.60261077,-0.019800756,0.06796651,-0.3518087,-0.44272196,0.25836152,-0.73577636,0.17057823
170,0.6874,0.2604167,0.603801,-0.019063922,0.06814846,-0.35326698,-0.4427626,0.2604167,-0.7355473,0.1707381
171,0.6873,0.26247367,0.60500395,-0.018327646,0.06832972,-0.35473517,-0.44280457,0.26247367,-0.7353276,0.17090234
172,0.6872,0.26453245,0.6062196,-0.017591901,0.068510324,-0.35621327,-0.44284782,0.26453245,-0.7351173,0.17107092
173,0.6871,0.266593,0.60744786,-0.016856661,0.068690255,-0.35770133,-0.44289234,0.266593,-0.73491645,0.17124385
174,0.687,0.26865536,0.60868883,-0.0161219,0.06886953,-0.35919937,-0.44293818,0.26865536,-0.7347251,0.17142111
175,0.6869,0.2707195,0.60994244,-0.015387591,0.06904815,-0.3607074,-0.4429853,0.2707195,-0.7345433,0.17160271
176,0.6868,0.2727854,0.61120874,-0.01465371,0.069226116,-0.36222547,-0.44303373,0.2727854,-0.7343711,0.17178865
177,0.6867,0.27485305,0.6124877,-0.013920229,0.06940343,-0.3637536,-0.44308347,0.27485305,-0.73420864,0.1719789
178,0.6866,0.2769225,0.61377925,-0.013187124,0.06958011,-0.36529177,-0.44313452,0.2769225,-0.7340559,0.17217349
179,0.6865,0.27899367,0.61508346,-0.01245437,0.06975614,-0.36684006,-0.44318688,0.27899367,-0.7339129,0.1723724
180,0.6864,0.2810666,0.6164003,-0.011721942,0.06993154,-0.3683985,-0.44324055,0.2810666,-0.7337797,0.17257564
181,0.6863,0.28314126,0.6177298,-0.010989812,0.0701063,-0.36996707,-0.44329554,0.28314126,-0.73365647,0.1727832
182,0.6862,0.2852176,0.61907184,-0.0102579575,0.070280425,-0.37154585,-0.44335184,0.2852176,-0.73354316,0.17299508
183,0.6861,0.2872957,0.62042654,-0.009526352,0.07045393,-0.37313485,-0.44340947,0.2872957,-0.73343986,0.17321128
184,0.686,0.28937548,0.6217938,-0.008794972,0.07062681,-0.3747341,-0.44346845,0.28937548,-0.73334664,0.17343178
185,0.6859,0.29145694,0.62317365,-0.00806379,0.07079907,-0.3763436,-0.44352874,0.29145694,-0.73326355,0.17365661
186,0.6858,0.2935401,0.6245661,-0.007332784,0.07097071,-0.37796342,-0.44359037,0.2935401,-0.73319066,0.17388576
187,0.6857,0.29562488,0.6259711,-0.006601928,0.071141735,-0.37959355,-0.44365335,0.29562488,-0.733128,0.17411923
188,0.6856,0.29771134,0.62738866,-0.0058711963,0.07131215,-0.38123405,-0.4437177,0.29771134,-0.7330757,0.17435703
189,0.6855,0.29979944,0.6288188,-0.005140566,0.07148196,-0.38288492,-0.44378337,0.29979944,-0.7330338,0.17459914
190,0.6854,0.30188918,0.63026154,-0.0044100108,0.07165116,-0.3845462,-0.44385043,0.30188918,-0.7330023,0.17484558
191,0.6853,0.30398053,0.6317168,-0.003679507,0.07181976,-0.38621792,-0.44391885,0.30398053,-0.7329813,0.17509633
192,0.6852,0.30607346,0.63318455,-0.0029490301,0.071987756,-0.3879001,-0.44398862,0.30607346,-0.7329709,0.17535143
193,0.6851,0.30816796,0.63466483,-0.0022185561,0.072155155,-0.3895928,-0.4440598,0.30816796,-0.7329711,0.17561084
194,0.685,0.31026405,0.63615763,-0.00148806,0.07232196,-0.391296,-0.44413233,0.31026405,-0.7329819,0.17587459
195,0.6848,0.3123617,0.63766295,-0.0007575175,0.072488174,-0.39300975,-0.44420624,0.3123617,-0.73300356,0.17614268
196,0.6847,0.31446087,0.6391808,-2.6904629e-05,0.0726538,-0.39473405,-0.44428155,0.31446087,-0.733036,0.1764151
197,0.6846,0.31656158,0.64071107,0.00070380326,0.07281884,-0.39646897,-0.44435826,0.31656158,-0.73307925,0.17669187
198,0.6845,0.31866378,0.6422538,0.0014346304,0.07298329,-0.39821452,-0.44443637,0.31866378,-0.7331335,0.17697299
199,0.6844,0.32076746,0.643809,0.0021656011,0.073147155,-0.3999707,-0.4445159,0.32076746,-0.7331987,0.17725846
200,0.6843,0.32287264,0.6453767,0.0028967394,0.07331044,-0.4017376,-0.44459686,0.32287264,-0.733275,0.17754829
201,0.6842,0.32497925,0.6469568,0.0036280695,0.07347315,-0.4035152,-0.44467923,0.32497925,-0.73336244,0.17784248
202,0.684,0.32708728,0.6485494,0.004359616,0.07363528,-0.40530354,-0.44476303,0.32708728,-0.733461,0.17814104
203,0.6839,0.32919675,0.65015435,0.005091402,0.07379683,-0.40710264,-0.44484827,0.32919675,-0.7335709,0.17844397
204,0.6838,0.33130762,0.6517717,0.0058234525,0.07395781,-0.40891254,-0.44493496,0.33130762,-0.73369205,0.17875127
205,0.6837,0.33341986,0.6534015,0.0065557915,0.07411822,-0.41073325,-0.4450231,0.33341986,-0.7338246,0.17906298
206,0.6836,0.33553347,0.65504366,0.007288443,0.07427806,-0.4125648,-0.44511268,0.33553347,-0.7339686,0.17937908
207,0.6834,0.33764842,0.65669817,0.008021431,0.07443733,-0.41440725,-0.44520375,0.33764842,-0.7341241,0.17969957
208,0.6833,0.33976468,0.6583651,0.00875478,0.07459603,-0.4162606,-0.4452963,0.33976468,-0.7342912,0.18002447
209,0.6832,0.34188226,0.6600443,0.009488514,0.07475417,-0.41812488,-0.4453903,0.34188226,-0.7344699,0.18035379
210,0.6831,0.3440011,0.6617359,0.010222658,0.07491174,-0.4200001,-0.44548583,0.3440011,-0.7346603,0.18068753
211,0.683,0.34612122,0.66343975,0.010957235,0.07506876,-0.42188632,-0.44558284,0.34612122,-0.7348625,0.18102571
