iteration,cost,l1_n1_w0,l1_n1_w1,l1_n1_w2,l1_n2_w0,l1_n2_w1,l1_n2_w2,l2_n1_w0,l2_n1_w1,l2_n1_w2
113,0.6951,-0.0025675804,0.038235124,0.2268124,-0.08604614,0.321808,0.5130065,-0.0025675804,0.56543356,-0.30671278
114,0.6951,-0.002725716,0.03904247,0.22562243,-0.08649203,0.32170877,0.51248664,-0.002725716,0.5653273,-0.3062325
115,0.695,-0.0028799735,0.039849427,0.2244401,-0.08693579,0.3216128,0.51197153,-0.0028799735,0.56522197,-0.3057595
116,0.695,-0.003030356,0.040656034,0.22326535,-0.087377414,0.32152012,0.51146114,-0.003030356,0.5651176,-0.30529362
117,0.695,-0.003176865,0.041462336,0.22209813,-0.08781691,0.32143074,0.51095545,-0.003176865,0.5650142,-0.3048348
118,0.6949,-0.0033195,0.04226837,0.22093837,-0.08825429,0.32134464,0.51045436,-0.0033195,0.5649117,-0.30438298
119,0.6949,-0.003458266,0.04307418,0.219786,-0.08868956,0.32126185,0.50995785,-0.003458266,0.5648102,-0.30393803
120,0.6949,-0.0035931629,0.043879803,0.21864097,-0.08912273,0.3211824,0.50946593,-0.0035931629,0.56470966,-0.3034999
121,0.6949,-0.003724197,0.04468528,0.21750322,-0.089553796,0.32110628,0.5089785,-0.003724197,0.56461006,-0.30306852
122,0.6948,-0.0038513716,0.04549065,0.21637268,-0.08998278,0.3210335,0.5084955,-0.0038513716,0.5645114,-0.30264378
123,0.6948,-0.0039746948,0.046295945,0.2152493,-0.090409674,0.32096407,0.5080169,-0.0039746948,0.5644137,-0.30222562
124,0.6948,-0.0040941704,0.047101207,0.21413302,-0.09083449,0.320898,0.50754267,-0.0040941704,0.564317,-0.30181396
125,0.6947,-0.0042098043,0.047906473,0.2130238,-0.09125724,0.3208353,0.50707275,-0.0042098043,0.56422114,-0.30140874
126,0.6947,-0.0043216026,0.048711784,0.21192156,-0.09167792,0.320776,0.5066071,-0.0043216026,0.56412625,-0.30100986
127,0.6947,-0.0044295755,0.049517173,0.21082625,-0.09209654,0.32072008,0.5061457,-0.0044295755,0.5640323,-0.30061728
128,0.6947,-0.004533728,0.050322678,0.20973781,-0.0925131,0.32066756,0.5056885,-0.004533728,0.5639393,-0.30023092
129,0.6946,-0.0046340707,0.05112833,0.20865619,-0.09292761,0.32061845,0.50523543,-0.0046340707,0.5638472,-0.2998507
130,0.6946,-0.004730609,0.051934175,0.20758136,-0.09334008,0.32057276,0.5047865,-0.004730609,0.563756,-0.29947656
131,0.6946,-0.0048233536,0.052740235,0.20651324,-0.0937505,0.3205305,0.5043416,-0.0048233536,0.56366575,-0.29910842
132,0.6946,-0.0049123163,0.05354655,0.20545179,-0.09415889,0.32049167,0.50390077,-0.0049123163,0.5635764,-0.29874623
133,0.6945,-0.0049975016,0.05435316,0.20439695,-0.09456524,0.32045627,0.5034639,-0.0049975016,0.563488,-0.2983899
134,0.6945,-0.0050789244,0.05516009,0.20334868,-0.09496957,0.32042432,0.503031,-0.0050789244,0.5634005,-0.2980394
135,0.6945,-0.005156591,0.055967383,0.20230694,-0.09537187,0.32039583,0.50260204,-0.005156591,0.5633139,-0.29769465
136,0.6945,-0.005230513,0.05677507,0.20127167,-0.095772155,0.32037082,0.50217694,-0.005230513,0.5632282,-0.2973556
137,0.6944,-0.0053006997,0.057583183,0.20024282,-0.09617042,0.3203493,0.5017557,-0.0053006997,0.5631434,-0.29702216
138,0.6944,-0.005367165,0.058391754,0.19922033,-0.09656667,0.32033128,0.5013383,-0.005367165,0.56305945,-0.2966943
139,0.6944,-0.005429915,0.05920082,0.19820417,-0.09696092,0.32031673,0.5009247,-0.005429915,0.5629764,-0.29637197
140,0.6944,-0.0054889624,0.060010415,0.1971943,-0.09735316,0.3203057,0.50051486,-0.0054889624,0.5628943,-0.29605508
141,0.6943,-0.0055443184,0.06082057,0.19619066,-0.0977434,0.3202982,0.5001087,-0.0055443184,0.56281304,-0.29574358
142,0.6943,-0.0055959956,0.061631314,0.1951932,-0.09813164,0.3202942,0.49970624,-0.0055959956,0.5627327,-0.29543743
143,0.6943,-0.0056440025,0.062442686,0.19420189,-0.098517895,0.32029372,0.49930742,-0.0056440025,0.56265324,-0.29513654
144,0.6943,-0.005688355,0.063254714,0.19321668,-0.09890216,0.3202968,0.49891222,-0.005688355,0.5625747,-0.2948409
145,0.6942,-0.00572906,0.06406743,0.19223753,-0.09928443,0.32030344,0.4985206,-0.00572906,0.56249696,-0.29455042
146,0.6942,-0.0057661324,0.06488087,0.19126439,-0.099664725,0.32031363,0.49813256,-0.0057661324,0.5624201,-0.29426506
147,0.6942,-0.0057995794,0.06569507,0.19029722,-0.100043036,0.3203274,0.49774802,-0.0057995794,0.5623442,-0.29398477
148,0.6942,-0.0058294157,0.06651005,0.18933597,-0.10041937,0.32034475,0.497367,-0.0058294157,0.5622691,-0.29370952
149,0.6941,-0.0058556506,0.06732585,0.18838061,-0.100793734,0.3203657,0.49698943,-0.0058556506,0.5621949,-0.2934392
150,0.6941,-0.005878299,0.0681425,0.18743111,-0.10116613,0.32039025,0.4966153,-0.005878299,0.5621215,-0.29317382
151,0.6941,-0.00589737,0.06896004,0.1864874,-0.10153656,0.32041842,0.49624455,-0.00589737,0.56204903,-0.29291332
152,0.6941,-0.0059128786,0.06977849,0.18554947,-0.10190502,0.3204502,0.4958772,-0.0059128786,0.5619774,-0.2926576
153,0.6941,-0.005924832,0.07059788,0.18461727,-0.10227152,0.3204856,0.4955132,-0.005924832,0.56190664,-0.29240668
154,0.694,-0.005933241,0.071418256,0.18369074,-0.10263606,0.32052466,0.49515253,-0.005933241,0.5618367,-0.29216048
155,0.694,-0.0059381207,0.07223964,0.18276986,-0.10299865,0.32056737,0.49479514,-0.0059381207,0.56176764,-0.29191896
156,0.694,-0.0059394804,0.07306206,0.1818546,-0.10335929,0.32061377,0.49444103,-0.0059394804,0.5616994,-0.29168206
157,0.694,-0.0059373337,0.07388555,0.18094492,-0.10371798,0.32066384,0.49409017,-0.0059373337,0.56163204,-0.29144976
158,0.694,-0.005931691,0.074710146,0.18004076,-0.10407473,0.3207176,0.4937425,-0.005931691,0.5615655,-0.29122198
159,0.6939,-0.0059225624,0.07553587,0.1791421,-0.104429536,0.32077506,0.493398,-0.0059225624,0.56149983,-0.2909987
160,0.6939,-0.005909959,0.07636277,0.17824891,-0.1047824,0.32083625,0.4930567,-0.005909959,0.561435,-0.29077986
161,0.6939,-0.0058938926,0.07719085,0.17736115,-0.10513333,0.32090116,0.49271855,-0.0058938926,0.56137097,-0.29056543
162,0.6939,-0.005874372,0.07802017,0.17647876,-0.10548233,0.3209698,0.49238348,-0.005874372,0.5613078,-0.29035535
163,0.6938,-0.0058514085,0.07885075,0.17560174,-0.1058294,0.32104218,0.4920515,-0.0058514085,0.56124544,-0.2901496
164,0.6938,-0.0058250153,0.079682626,0.17473003,-0.10617454,0.32111832,0.4917226,-0.0058250153,0.5611839,-0.28994814
165,0.6938,-0.0057952027,0.08051582,0.1738636,-0.10651776,0.32119825,0.49139675,-0.0057952027,0.56112325,-0.2897509
166,0.6938,-0.0057619824,0.081350364,0.17300244,-0.10685906,0.32128197,0.4910739,-0.0057619824,0.5610634,-0.28955787
167,0.6938,-0.0057253595,0.0821863,0.17214648,-0.10719844,0.3213695,0.49075404,-0.0057253595,0.56100446,-0.28936902
168,0.6937,-0.005685351,0.083023645,0.17129572,-0.1075359,0.32146084,0.49043715,-0.005685351,0.5609463,-0.28918427
169,0.6937,-0.0056419633,0.08386244,0.17045009,-0.10787145,0.32155603,0.4901232,-0.0056419633,0.56088895,-0.2890036
170,0.6937,-0.0055952044,0.084702715,0.16960959,-0.108205095,0.32165506,0.4898122,-0.0055952044,0.56083244,-0.28882697
171,0.6937,-0.005545089,0.085544504,0.16877417,-0.10853683,0.32175794,0.48950407,-0.005545089,0.56077677,-0.28865436
172,0.6937,-0.005491623,0.086387835,0.1679438,-0.10886666,0.3218647,0.48919883,-0.005491623,0.56072193,-0.2884857
173,0.6937,-0.005434819,0.08723274,0.16711846,-0.10919459,0.32197535,0.48889646,-0.005434819,0.56066793,-0.288321
174,0.6936,-0.0053746854,0.08807925,0.1662981,-0.10952062,0.3220899,0.48859692,-0.0053746854,0.56061476,-0.28816015
175,0.6936,-0.0053112316,0.088927396,0.16548271,-0.10984476,0.32220837,0.4883002,-0.0053112316,0.56056243,-0.28800318
176,0.6936,-0.0052444674,0.08977722,0.16467224,-0.110167004,0.32233077,0.48800626,-0.0052444674,0.56051093,-0.28785002
177,0.6936,-0.0051744035,0.090628736,0.16386667,-0.11048736,0.32245713,0.48771513,-0.0051744035,0.56046027,-0.28770065
178,0.6936,-0.005101044,0.09148199,0.16306597,-0.110805824,0.32258746,0.48742673,-0.005101044,0.56041044,-0.28755504
179,0.6935,-0.0050244015,0.092337005,0.1622701,-0.11112241,0.32272178,0.48714107,-0.0050244015,0.56036144,-0.28741315
180,0.6935,-0.004944484,0.09319382,0.16147904,-0.11143711,0.3228601,0.48685813,-0.004944484,0.5603133,-0.28727493
181,0.6935,-0.0048613,0.094052464,0.16069277,-0.11174994,0.32300243,0.48657787,-0.0048613,0.56026596,-0.28714037
182,0.6935,-0.004774856,0.09491297,0.15991125,-0.11206089,0.3231488,0.4863003,-0.004774856,0.56021947,-0.28700942
183,0.6935,-0.0046851654,0.09577537,0.15913445,-0.11236997,0.3232992,0.48602536,-0.0046851654,0.5601738,-0.28688207
184,0.6934,-0.0045922333,0.0966397,0.15836234,-0.11267718,0.32345366,0.4857531,-0.0045922333,0.560129,-0.28675827
185,0.6934,-0.0044960687,0.09750599,0.1575949,-0.11298253,0.32361224,0.48548344,-0.0044960687,0.56008506,-0.286638
186,0.6934,-0.0043966784,0.09837427,0.1568321,-0.11328601,0.3237749,0.48521638,-0.0043966784,0.56004196,-0.2865212
187,0.6934,-0.0042940686,0.09924458,0.15607391,-0.11358763,0.3239417,0.4849519,-0.0042940686,0.5599997,-0.28640786
188,0.6934,-0.0041882503,0.100116946,0.1553203,-0.11388739,0.32411265,0.48469,-0.0041882503,0.5599583,-0.28629795
189,0.6934,-0.004079228,0.100991406,0.15457125,-0.1141853,0.32428774,0.48443067,-0.004079228,0.5599177,-0.28619143
190,0.6933,-0.0039670104,0.10186799,0.15382673,-0.11448136,0.32446703,0.48417386,-0.0039670104,0.559878,-0.2860883
191,0.6933,-0.0038516046,0.102746725,0.15308672,-0.11477557,0.32465053,0.48391956,-0.0038516046,0.5598391,-0.28598848
192,0.6933,-0.0037330182,0.10362765,0.15235119,-0.11506793,0.32483822,0.48366776,-0.0037330182,0.5598011,-0.285892
193,0.6933,-0.0036112566,0.10451081,0.1516201,-0.11535844,0.32503018,0.48341843,-0.0036112566,0.55976397,-0.28579882
194,0.6933,-0.0034863278,0.10539622,0.15089345,-0.115647115,0.3252264,0.48317158,-0.0034863278,0.55972767,-0.28570887
195,0.6932,-0.0033582363,0.106283925,0.1501712,-0.11593395,0.32542688,0.48292717,-0.0033582363,0.55969226,-0.28562215
196,0.6932,-0.00322699,0.10717396,0.14945334,-0.11621895,0.32563168,0.4826852,-0.00322699,0.5596577,-0.2855386
197,0.6932,-0.003092596,0.10806635,0.14873983,-0.11650211,0.3258408,0.48244566,-0.003092596,0.559624,-0.28545827
198,0.6932,-0.0029550607,0.10896114,0.14803064,-0.11678345,0.32605428,0.4822085,-0.0029550607,0.55959123,-0.28538105
199,0.6932,-0.0028143844,0.109858364,0.14732575,-0.117062956,0.3262721,0.48197374,-0.0028143844,0.55955935,-0.28530696
200,0.6932,-0.00267058,0.110758044,0.14662516,-0.11734064,0.32649434,0.48174134,-0.00267058,0.5595283,-0.28523597
201,0.6931,-0.0025236509,0.11166023,0.14592882,-0.117616504,0.32672098,0.4815113,-0.0025236509,0.55949813,-0.28516805
202,0.6931,-0.0023736006,0.112564944,0.1452367,-0.117890544,0.32695207,0.4812836,-0.0023736006,0.55946887,-0.28510317
203,0.6931,-0.0022204367,0.11347223,0.1445488,-0.118162766,0.3271876,0.48105824,-0.0022204367,0.5594405,-0.2850413
204,0.6931,-0.0020641638,0.11438212,0.1438651,-0.11843318,0.32742763,0.4808352,-0.0020641638,0.5594131,-0.2849824
205,0.6931,-0.0019047891,0.11529465,0.14318554,-0.11870178,0.32767215,0.48061445,-0.0019047891,0.55938655,-0.2849265
206,0.693,-0.0017423143,0.11620986,0.14251013,-0.11896857,0.3279212,0.48039597,-0.0017423143,0.5593609,-0.28487352
207,0.693,-0.0015767445,0.117127776,0.14183885,-0.119233556,0.32817483,0.4801798,-0.0015767445,0.55933625,-0.28482345
