iteration,cost,l1_n1_w0,l1_n1_w1,l1_n1_w2,l1_n2_w0,l1_n2_w1,l1_n2_w2,l2_n1_w0,l2_n1_w1,l2_n1_w2
163,0.2495,0.03588237,-0.65607953,0.47741124,0.09910971,0.5336543,-0.2526147,0.03588237,-0.1236826,-0.80639553
164,0.2495,0.03626096,-0.65596294,0.47756225,0.099813364,0.5338478,-0.25288847,0.03626096,-0.124282666,-0.8061075
165,0.2495,0.036641452,-0.6558459,0.47771618,0.100517526,0.53404266,-0.2531646,0.036641452,-0.12488328,-0.805821
166,0.2495,0.03702385,-0.6557284,0.47787303,0.101222195,0.5342388,-0.25344306,0.03702385,-0.12548445,-0.805536
167,0.2494,0.03740815,-0.65561044,0.4780328,0.10192737,0.5344363,-0.25372392,0.03740815,-0.1260862,-0.8052524
168,0.2494,0.03779436,-0.655492,0.4781955,0.102633044,0.5346351,-0.25400716,0.03779436,-0.12668854,-0.80497026
169,0.2494,0.03818247,-0.65537316,0.4783611,0.103339225,0.5348353,-0.2542928,0.03818247,-0.12729149,-0.80468965
170,0.2494,0.03857249,-0.6552538,0.47852963,0.10404591,0.53503674,-0.2545808,0.03857249,-0.12789504,-0.8044105
171,0.2494,0.038964417,-0.6551341,0.47870108,0.1047531,0.5352396,-0.2548712,0.038964417,-0.12849924,-0.8041328
172,0.2494,0.03935825,-0.6550139,0.47887546,0.10546079,0.5354438,-0.25516397,0.03935825,-0.12910408,-0.8038566
173,0.2494,0.039753992,-0.6548933,0.47905275,0.10616899,0.5356493,-0.25545913,0.039753992,-0.12970957,-0.8035819
174,0.2493,0.040151644,-0.6547722,0.47923297,0.10687769,0.5358562,-0.2557567,0.040151644,-0.13031574,-0.8033086
175,0.2493,0.040551204,-0.65465075,0.4794161,0.1075869,0.53606445,-0.25605667,0.040551204,-0.13092259,-0.8030368
176,0.2493,0.040952675,-0.65452886,0.47960216,0.10829661,0.5362741,-0.25635904,0.040952675,-0.13153014,-0.80276644
177,0.2493,0.041356057,-0.65440655,0.47979113,0.10900683,0.5364851,-0.25666383,0.041356057,-0.13213839,-0.80249757
178,0.2493,0.041761354,-0.6542838,0.47998303,0.10971755,0.53669745,-0.25697103,0.041761354,-0.13274737,-0.8022302
179,0.2493,0.042168565,-0.6541607,0.48017785,0.11042877,0.5369112,-0.25728065,0.042168565,-0.13335708,-0.8019642
180,0.2492,0.042577688,-0.6540371,0.4803756,0.111140504,0.53712636,-0.25759268,0.042577688,-0.13396755,-0.80169976
181,0.2492,0.04298873,-0.65391314,0.48057625,0.11185274,0.5373429,-0.25790715,0.04298873,-0.13457878,-0.8014367
182,0.2492,0.043401685,-0.6537888,0.48077983,0.11256549,0.5375609,-0.25822404,0.043401685,-0.13519078,-0.8011752
183,0.2492,0.04381656,-0.65366405,0.48098633,0.11327874,0.5377803,-0.25854337,0.04381656,-0.13580358,-0.80091506
184,0.2492,0.044233352,-0.6535389,0.48119575,0.1139925,0.53800106,-0.25886515,0.044233352,-0.13641718,-0.80065644
185,0.2492,0.044652063,-0.65341336,0.4814081,0.11470676,0.53822327,-0.25918937,0.044652063,-0.1370316,-0.80039924
186,0.2492,0.045072693,-0.6532874,0.48162335,0.11542153,0.5384469,-0.25951603,0.045072693,-0.13764684,-0.80014354
187,0.2491,0.045495246,-0.6531611,0.48184153,0.11613682,0.538672,-0.25984514,0.045495246,-0.13826293,-0.79988927
188,0.2491,0.04591972,-0.65303445,0.48206264,0.11685261,0.5388985,-0.2601767,0.04591972,-0.13887987,-0.7996365
189,0.2491,0.046346117,-0.65290743,0.48228666,0.11756892,0.5391265,-0.26051068,0.046346117,-0.13949767,-0.79938513
190,0.2491,0.04677444,-0.65278006,0.4825136,0.11828573,0.53935593,-0.26084715,0.04677444,-0.14011636,-0.79913527
191,0.2491,0.04720469,-0.65265226,0.48274347,0.11900306,0.53958684,-0.2611861,0.04720469,-0.14073595,-0.79888684
192,0.2491,0.047636863,-0.6525241,0.48297626,0.1197209,0.5398192,-0.26152748,0.047636863,-0.14135644,-0.79863983
193,0.249,0.048070963,-0.65239567,0.48321196,0.120439254,0.540053,-0.26187134,0.048070963,-0.14197785,-0.7983943
194,0.249,0.048506994,-0.65226686,0.4834506,0.12115812,0.5402883,-0.26221767,0.048506994,-0.1426002,-0.79815024
195,0.249,0.048944954,-0.6521377,0.48369217,0.12187751,0.54052514,-0.26256648,0.048944954,-0.14322348,-0.79790765
196,0.249,0.049384844,-0.6520082,0.48393667,0.122597404,0.54076344,-0.2629178,0.049384844,-0.14384772,-0.7976665
197,0.249,0.049826667,-0.65187836,0.4841841,0.123317815,0.5410032,-0.26327157,0.049826667,-0.14447294,-0.7974268
198,0.249,0.050270423,-0.6517482,0.48443443,0.12403875,0.5412445,-0.26362786,0.050270423,-0.14509915,-0.7971886
199,0.2489,0.050716113,-0.6516177,0.48468772,0.124760196,0.54148734,-0.26398662,0.050716113,-0.14572635,-0.79695183
200,0.2489,0.05116374,-0.65148693,0.48494393,0.12548217,0.54173166,-0.26434788,0.05116374,-0.14635456,-0.7967165
201,0.2489,0.051613305,-0.6513558,0.48520306,0.12620465,0.5419775,-0.26471165,0.051613305,-0.14698379,-0.7964827
202,0.2489,0.052064806,-0.6512244,0.48546514,0.12692766,0.5422249,-0.26507792,0.052064806,-0.14761405,-0.7962503
203,0.2489,0.052518245,-0.65109265,0.48573014,0.1276512,0.5424738,-0.2654467,0.052518245,-0.14824536,-0.7960194
204,0.2489,0.052973624,-0.6509606,0.4859981,0.12837526,0.54272425,-0.26581797,0.052973624,-0.14887774,-0.7957899
205,0.2488,0.053430945,-0.6508283,0.48626897,0.12909985,0.54297626,-0.26619178,0.053430945,-0.14951119,-0.7955619
206,0.2488,0.05389021,-0.6506957,0.4865428,0.12982495,0.5432298,-0.2665681,0.05389021,-0.15014572,-0.79533535
207,0.2488,0.05435142,-0.6505628,0.48681954,0.13055058,0.5434849,-0.26694694,0.05435142,-0.15078135,-0.7951103
208,0.2488,0.054814573,-0.65042967,0.48709923,0.13127674,0.54374164,-0.26732832,0.054814573,-0.15141809,-0.79488665
